ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCKT001,HK3-2022-23,,,,0,,
B21DCKT002,HK3-2022-23,,,,0,,
B21DCKT009,HK3-2022-23,,,,0,,
B21DCKT013,HK3-2022-23,,,,0,,
B21DCKT014 ,HK3-2022-23,,,,0,,
B21DCKT015,HK3-2022-23,,,,0,,
B21DCKT024,HK3-2022-23,,,,0,,
B21DCKT025,HK3-2022-23,,,,0,,
B21DCKT026,HK3-2022-23,,,,0,,
B21DCKT027,HK3-2022-23,,,,0,,
B21DCKT034 ,HK3-2022-23,,,,0,,
B21DCKT040,HK3-2022-23,,,,0,,
B21DCKT042,HK3-2022-23,,,,0,,
B21DCKT046,HK3-2022-23,,,,0,,
B21DCKT047,HK3-2022-23,,,,0,,
B21DCKT052,HK3-2022-23,,,,0,,
B21DCKT063,HK3-2022-23,,,,0,,
B21DCKT065,HK3-2022-23,,,,0,,
B21DCKT066,HK3-2022-23,,,,0,,
B21DCKT073,HK3-2022-23,,,,0,,
B21DCKT077,HK3-2022-23,,,,0,,
B21DCKT092,HK3-2022-23,,,,0,,
B21DCKT105,HK3-2022-23,,,,0,,
B21DCKT109,HK3-2022-23,,,,0,,
B21DCKT111,HK3-2022-23,,,,0,,
B21DCKT118,HK3-2022-23,,,,0,,
B21DCKT122,HK3-2022-23,,,,0,,
B21DCKT126,HK3-2022-23,,,,0,,
B22DCKT014,HK3-2022-23,,,,0,,
B22DCKT023,HK3-2022-23,,,,0,,
B22DCKT030,HK3-2022-23,,,,0,,
B22DCKT041,HK3-2022-23,,,,0,,
B22DCKT053,HK3-2022-23,,,,0,,
B22DCKT056,HK3-2022-23,,,,0,,
B22DCKT057,HK3-2022-23,,,,0,,
B22DCKT067,HK3-2022-23,,,,0,,
B22DCKT074,HK3-2022-23,,,,0,,
B22DCKT080,HK3-2022-23,,,,0,,
B22DCKT085,HK3-2022-23,,,,0,,
B22DCKT090,HK3-2022-23,,,,0,,
B22DCKT094,HK3-2022-23,,,,0,,
B22DCKT095 ,HK3-2022-23,,,,0,,
B22DCKT104,HK3-2022-23,,,,0,,
B22DCKT109,HK3-2022-23,,,,0,,
B22DCKT121,HK3-2022-23,,,,0,,
B21DCKT001,HK3-2022-23,,,,0,,
B21DCKT001,HK3-2022-23,,,,0,,
B21DCKT002,HK3-2022-23,,,,0,,
B21DCKT009,HK3-2022-23,,,,0,,
B21DCKT013,HK3-2022-23,,,,0,,
B21DCKT014,HK3-2022-23,,,,0,,
B21DCKT015,HK3-2022-23,,,,0,,
B21DCKT024,HK3-2022-23,,,,0,,
B21DCKT025,HK3-2022-23,,,,0,,
B21DCKT026,HK3-2022-23,,,,0,,
B21DCKT027,HK3-2022-23,,,,0,,
B21DCKT034,HK3-2022-23,,,,0,,
B21DCKT040,HK3-2022-23,,,,0,,
B21DCKT042 ,HK3-2022-23,,,,0,,
B21DCKT046,HK3-2022-23,,,,0,,
B21DCKT047,HK3-2022-23,,,,0,,
B21DCKT052,HK3-2022-23,,,,0,,
B21DCKT063,HK3-2022-23,,,,0,,
B21DCKT065,HK3-2022-23,,,,0,,
B21DCKT066,HK3-2022-23,,,,0,,
B21DCKT073,HK3-2022-23,,,,0,,
B21DCKT077,HK3-2022-23,,,,0,,
B21DCKT092,HK3-2022-23,,,,0,,
B21DCKT105,HK3-2022-23,,,,0,,
B21DCKT109,HK3-2022-23,,,,0,,
B21DCKT111,HK3-2022-23,,,,0,,
B21DCKT118,HK3-2022-23,,,,0,,
B21DCKT122,HK3-2022-23,,,,0,,
B21DCKT126,HK3-2022-23,,,,0,,
B21DCVT012,HK3-2022-23,,,,0,,
B21DCVT023,HK3-2022-23,,,,0,,
B21DCVT037,HK3-2022-23,,,,0,,
B21DCVT043,HK3-2022-23,,,,0,,
B21DCVT044,HK3-2022-23,,,,0,,
B21DCVT049,HK3-2022-23,,,,0,,
B21DCVT052,HK3-2022-23,,,,0,,
B21DCVT070,HK3-2022-23,,,,0,,
B21DCVT073,HK3-2022-23,,,,0,,
B21DCVT074,HK3-2022-23,,,,0,,
B21DCVT081,HK3-2022-23,,,,0,,
B21DCVT087,HK3-2022-23,,,,0,,
B21DCVT091,HK3-2022-23,,,,0,,
B21DCVT098,HK3-2022-23,,,,0,,
B21DCVT100,HK3-2022-23,,,,0,,
B21DCVT101,HK3-2022-23,,,,0,,
B21DCVT103,HK3-2022-23,,,,0,,
B21DCVT104,HK3-2022-23,,,,0,,
B21DCVT108,HK3-2022-23,,,,0,,
B21DCVT114,HK3-2022-23,,,,0,,
B21DCVT118,HK3-2022-23,,,,0,,
B21DCVT123,HK3-2022-23,,,,0,,
B21DCVT125,HK3-2022-23,,,,0,,
B21DCVT126,HK3-2022-23,,,,0,,
B22DCKT014,HK3-2022-23,,,,0,,
B22DCKT023,HK3-2022-23,,,,0,,
B22DCKT030,HK3-2022-23,,,,0,,
B22DCKT041,HK3-2022-23,,,,0,,
B22DCKT053,HK3-2022-23,,,,0,,
B22DCKT056,HK3-2022-23,,,,0,,
B22DCKT057,HK3-2022-23,,,,0,,
B22DCKT067,HK3-2022-23,,,,0,,
B22DCKT067,HK3-2022-23,,,,0,,
B22DCKT074,HK3-2022-23,,,,0,,
B22DCKT080,HK3-2022-23,,,,0,,
B22DCKT085,HK3-2022-23,,,,0,,
B22DCKT090,HK3-2022-23,,,,0,,
B22DCKT094,HK3-2022-23,,,,0,,
B22DCKT095,HK3-2022-23,,,,0,,
B22DCKT104,HK3-2022-23,,,,0,,
B22DCKT109,HK3-2022-23,,,,0,,
B22DCKT121,HK3-2022-23,,,,0,,
B22DCVT004,HK3-2022-23,,,,0,,
B22DCVT007,HK3-2022-23,,,,0,,
B22DCVT013,HK3-2022-23,,,,0,,
B22DCVT015,HK3-2022-23,,,,0,,
B22DCVT025,HK3-2022-23,,,,0,,
B22DCVT030,HK3-2022-23,,,,0,,
B22DCVT031,HK3-2022-23,,,,0,,
B22DCVT033,HK3-2022-23,,,,0,,
B22DCVT035,HK3-2022-23,,,,0,,
B22DCVT041,HK3-2022-23,,,,0,,
B22DCVT053,HK3-2022-23,,,,0,,
B22DCVT062,HK3-2022-23,,,,0,,
B22DCVT065,HK3-2022-23,,,,0,,
B22DCVT066,HK3-2022-23,,,,0,,
B22DCVT067,HK3-2022-23,,,,0,,
B22DCVT070,HK3-2022-23,,,,0,,
B22DCVT079,HK3-2022-23,,,,0,,
B22DCVT080,HK3-2022-23,,,,0,,
B22DCVT089,HK3-2022-23,,,,0,,
B22DCVT090,HK3-2022-23,,,,0,,
B22DCVT091,HK3-2022-23,,,,0,,
B22DCVT098,HK3-2022-23,,,,0,,
B22DCVT108,HK3-2022-23,,,,0,,
B22DCVT120,HK3-2022-23,,,,0,,
B22DCVT120,HK3-2022-23,,,,0,,
B22DCVT122,HK3-2022-23,,,,0,,
B22DCVT125,HK3-2022-23,,,,0,,
B22DCVT125,HK3-2022-23,,,,0,,
B22DCVT137,HK3-2022-23,,,,0,,
B21DCKT001,HK3-2022-23,,,,0,,
B21DCKT002,HK3-2022-23,,,,0,,
B21DCKT009,HK3-2022-23,,,,0,,
B21DCKT009,HK3-2022-23,,,,0,,
B21DCKT013,HK3-2022-23,,,,0,,
B21DCKT014,HK3-2022-23,,,,0,,
B21DCKT015,HK3-2022-23,,,,0,,
B21DCKT024,HK3-2022-23,,,,0,,
B21DCKT025,HK3-2022-23,,,,0,,
B21DCKT026,HK3-2022-23,,,,0,,
B21DCKT027,HK3-2022-23,,,,0,,
B21DCKT034,HK3-2022-23,,,,0,,
B21DCKT040,HK3-2022-23,,,,0,,
B21DCKT042,HK3-2022-23,,,,0,,
B21DCKT046,HK3-2022-23,,,,0,,
B21DCKT047,HK3-2022-23,,,,0,,
B21DCKT052,HK3-2022-23,,,,0,,
B21DCKT063,HK3-2022-23,,,,0,,
B21DCKT065,HK3-2022-23,,,,0,,
B21DCKT066,HK3-2022-23,,,,0,,
B21DCKT073,HK3-2022-23,,,,0,,
B21DCKT077,HK3-2022-23,,,,0,,
B21DCKT092,HK3-2022-23,,,,0,,
B21DCKT105,HK3-2022-23,,,,0,,
B21DCKT109,HK3-2022-23,,,,0,,
B21DCKT111,HK3-2022-23,,,,0,,
