ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCKT002,HK3-2023-24,,,,0,,
B21DCKT007,HK3-2023-24,,,,0,,
B21DCKT010,HK3-2023-24,,,,0,,
B21DCKT019,HK3-2023-24,,,,0,,
B21DCKT039,HK3-2023-24,,,,0,,
B21DCKT040,HK3-2023-24,,,,0,,
B21DCKT043,HK3-2023-24,,,,0,,
B21DCKT046,HK3-2023-24,,,,0,,
B21DCKT052,HK3-2023-24,,,,0,,
B21DCKT059,HK3-2023-24,,,,0,,
B21DCKT070,HK3-2023-24,,,,0,,
B21DCKT071,HK3-2023-24,,,,0,,
B21DCKT077,HK3-2023-24,,,,0,,
B21DCKT082,HK3-2023-24,,,,0,,
B21DCKT087,HK3-2023-24,,,,0,,
B21DCKT088,HK3-2023-24,,,,0,,
B21DCKT091,HK3-2023-24,,,,0,,
B21DCKT092,HK3-2023-24,,,,0,,
B21DCKT093,HK3-2023-24,,,,0,,
B21DCKT103,HK3-2023-24,,,,0,,
B21DCKT105,HK3-2023-24,,,,0,,
B21DCKT106,HK3-2023-24,,,,0,,
B21DCKT107,HK3-2023-24,,,,0,,
B21DCKT109,HK3-2023-24,,,,0,,
B21DCKT115,HK3-2023-24,,,,0,,
B21DCKT116,HK3-2023-24,,,,0,,
B21DCKT123 ,HK3-2023-24,,,,0,,
B21DCKT124,HK3-2023-24,,,,0,,
B21DCKT127,HK3-2023-24,,,,0,,
B22DCKT003,HK3-2023-24,,,,0,,
B22DCKT013,HK3-2023-24,,,,0,,
B22DCKT018,HK3-2023-24,,,,0,,
B22DCKT025,HK3-2023-24,,,,0,,
B22DCKT034,HK3-2023-24,,,,0,,
B22DCKT035,HK3-2023-24,,,,0,,
B22DCKT037,HK3-2023-24,,,,0,,
B22DCKT041,HK3-2023-24,,,,0,,
B22DCKT045,HK3-2023-24,,,,0,,
B22DCKT048,HK3-2023-24,,,,0,,
B22DCKT050,HK3-2023-24,,,,0,,
B22DCKT053,HK3-2023-24,,,,0,,
B22DCKT053,HK3-2023-24,,,,0,,
B22DCKT056,HK3-2023-24,,,,0,,
B22DCKT058,HK3-2023-24,,,,0,,
B22DCKT064,HK3-2023-24,,,,0,,
B22DCKT065,HK3-2023-24,,,,0,,
B22DCKT070,HK3-2023-24,,,,0,,
B22DCKT072,HK3-2023-24,,,,0,,
B22DCKT075,HK3-2023-24,,,,0,,
B22DCKT085,HK3-2023-24,,,,0,,
B22DCKT087,HK3-2023-24,,,,0,,
B22DCKT090,HK3-2023-24,,,,0,,
B22DCKT094,HK3-2023-24,,,,0,,
B22DCKT095,HK3-2023-24,,,,0,,
B22DCKT096,HK3-2023-24,,,,0,,
B22DCKT102,HK3-2023-24,,,,0,,
B22DCKT110,HK3-2023-24,,,,0,,
B22DCKT111,HK3-2023-24,,,,0,,
B22DCKT124,HK3-2023-24,,,,0,,
B23DCKT002,HK3-2023-24,,,,0,,
B23DCKT011,HK3-2023-24,,,,0,,
B23DCKT016,HK3-2023-24,,,,0,,
B23DCKT019,HK3-2023-24,,,,0,,
B23DCKT025,HK3-2023-24,,,,0,,
B23DCKT031,HK3-2023-24,,,,0,,
B23DCKT038,HK3-2023-24,,,,0,,
B23DCKT046,HK3-2023-24,,,,0,,
B23DCKT047,HK3-2023-24,,,,0,,
B23DCKT053,HK3-2023-24,,,,0,,
B23DCKT058,HK3-2023-24,,,,0,,
B23DCKT073,HK3-2023-24,,,,0,,
B23DCKT076,HK3-2023-24,,,,0,,
B23DCKT078,HK3-2023-24,,,,0,,
B23DCKT090,HK3-2023-24,,,,0,,
B23DCKT101,HK3-2023-24,,,,0,,
B23DCKT103,HK3-2023-24,,,,0,,
B23DCKT109,HK3-2023-24,,,,0,,
B23DCKT127,HK3-2023-24,,,,0,,
B23DCKT142,HK3-2023-24,,,,0,,
B23DCKT144,HK3-2023-24,,,,0,,
B21DCKT002,HK3-2023-24,,,,0,,
B21DCKT007,HK3-2023-24,,,,0,,
B21DCKT010,HK3-2023-24,,,,0,,
B21DCKT019,HK3-2023-24,,,,0,,
B21DCKT039,HK3-2023-24,,,,0,,
B21DCKT040,HK3-2023-24,,,,0,,
B21DCKT043,HK3-2023-24,,,,0,,
B21DCKT046,HK3-2023-24,,,,0,,
B21DCKT052,HK3-2023-24,,,,0,,
B21DCKT059,HK3-2023-24,,,,0,,
B21DCKT070,HK3-2023-24,,,,0,,
B21DCKT071,HK3-2023-24,,,,0,,
B21DCKT077,HK3-2023-24,,,,0,,
B21DCKT082,HK3-2023-24,,,,0,,
B21DCKT087,HK3-2023-24,,,,0,,
B21DCKT088,HK3-2023-24,,,,0,,
B21DCKT091,HK3-2023-24,,,,0,,
B21DCKT092,HK3-2023-24,,,,0,,
B21DCKT093,HK3-2023-24,,,,0,,
B21DCKT103,HK3-2023-24,,,,0,,
B21DCKT105,HK3-2023-24,,,,0,,
B21DCKT106,HK3-2023-24,,,,0,,
B21DCKT107,HK3-2023-24,,,,0,,
B21DCKT109,HK3-2023-24,,,,0,,
B21DCKT115,HK3-2023-24,,,,0,,
B21DCKT116,HK3-2023-24,,,,0,,
B21DCKT123 ,HK3-2023-24,,,,0,,
B21DCKT124,HK3-2023-24,,,,0,,
B21DCKT127,HK3-2023-24,,,,0,,
B21DCVT001,HK3-2023-24,,,,0,,
B21DCVT004,HK3-2023-24,,,,0,,
