ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B22DCKT134,HK2-2024-25,93,Xuất sắc,KKHT Loại Xuất sắc,8000000,,
B22DCKT017,HK2-2024-25,78,Khá,KKHT Loại Khá,1200000,,
B22DCKT043,HK2-2024-25,88,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT114,HK2-2024-25,83,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT131,HK2-2024-25,88,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT120,HK2-2024-25,88,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT128,HK2-2024-25,94,Xuất sắc,KKHT Loại Giỏi,3600000,,
B22DCKT092,HK2-2024-25,87,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT027,HK2-2024-25,83,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT060,HK2-2024-25,82,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT001,HK2-2024-25,,,KKHT Loại Giỏi,3600000,,
B22DCKT002,HK2-2024-25,82,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT026,HK2-2024-25,80,Tốt,,0,,
B22DCKT003,HK2-2024-25,81,Tốt,,0,,
B22DCKT101,HK2-2024-25,90,Xuất sắc,,0,,
B22DCKT007,HK2-2024-25,84,Tố?,,0,,
B22DCKT012,HK2-2024-25,84,Tốt,,0,,
B22DCKT086,HK2-2024-25,79,Khá,,0,,
B22DCKT063,HK2-2024-25,,,,0,,
B22DCKT123,HK2-2024-25,79,Khá,,0,,
B22DCKT076,HK2-2024-25,91,Xuất sắc,,0,,
B22DCKT077,HK2-2024-25,79,Khá,,0,,
B22DCKT127,HK2-2024-25,72,Khá,,0,,
B22DCKT067,HK2-2024-25,85,Tốt,,0,,
B22DCKT054,HK2-2024-25,84,Tốt,,0,,
B22DCKT072,HK2-2024-25,79,Khá,,0,,
B22DCKT004,HK2-2024-25,79,Khá,,0,,
B22DCKT051,HK2-2024-25,,,,0,,
B22DCKT083,HK2-2024-25,70,Khá,,0,,
B22DCKT109,HK2-2024-25,68,Khá,,0,,
B22DCKT046,HK2-2024-25,82,Tốt,,0,,
B22DCKT005,HK2-2024-25,62,Trung bình,,0,,
B22DCKT124,HK2-2024-25,71,Khá,,0,,
B22DCKT080,HK2-2024-25,75,Khá,,0,,
B22DCKT069,HK2-2024-25,63,Trung bình,,0,,
B22DCKT066,HK2-2024-25,78,Khá,,0,,
B22DCKT132,HK2-2024-25,68,Khá,,0,,
