ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCKT112,HK2-2021-22,86,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT071,HK2-2021-22,84,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT077,HK2-2021-22,73,Khá,KKHT Loại Khá,1200000,,
B21DCKT115,HK2-2021-22,89,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT117,HK2-2021-22,78,Khá,KKHT Loại Khá,1200000,,
B21DCKT114,HK2-2021-22,79,Khá,KKHT Loại Khá,1200000,,
B21DCKT045,HK2-2021-22,85,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT029,HK2-2021-22,83,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT054,HK2-2021-22,81,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT007,HK2-2021-22,74,Khá,KKHT Loại Khá,1200000,,
B21DCKT036,HK2-2021-22,78,Khá,KKHT Loại Khá,1200000,,
B21DCKT125,HK2-2021-22,81,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT125,HK2-2021-22,81,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT064,HK2-2021-22,83,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT060,HK2-2021-22,80,Tốt,,0,,
B21DCKT037,HK2-2021-22,94,Xuất sắc,,0,,
B21DCKT055,HK2-2021-22,77,Khá,,0,,
B21DCKT005,HK2-2021-22,77,Khá,,0,,
B21DCKT110,HK2-2021-22,,,,0,,
B21DCKT021,HK2-2021-22,81,Tốt,,0,,
B21DCKT102,HK2-2021-22,80,Tốt,,0,,
B21DCKT020,HK2-2021-22,85,Tốt,,0,,
B21DCKT027,HK2-2021-22,91,Xuất sắc,,0,,
B21DCKT012,HK2-2021-22,85,Tốt,,0,,
B21DCKT059,HK2-2021-22,74,Khá,,0,,
B21DCKT104,HK2-2021-22,82,Tốt,,0,,
B21DCKT039,HK2-2021-22,75,Khá,,0,,
B21DCKT048,HK2-2021-22,76,Khá,,0,,
B21DCKT120,HK2-2021-22,83,Tốt,,0,,
B21DCKT128,HK2-2021-22,79,Khá,,0,,
B21DCKT068,HK2-2021-22,76,Khá,,0,,
B21DCKT127,HK2-2021-22,89,Tốt,,0,,
B21DCKT069,HK2-2021-22,80,Tốt,,0,,
B21DCKT100,HK2-2021-22,88,Tốt,,0,,
B21DCKT118,HK2-2021-22,86,Tốt,,0,,
B21DCKT017,HK2-2021-22,84,Tốt,,0,,
B21DCKT011,HK2-2021-22,86,Tốt,,0,,
B21DCKT041,HK2-2021-22,68,Khá,,0,,
B21DCKT049,HK2-2021-22,70,Khá,,0,,
B21DCKT076,HK2-2021-22,68,Khá,,0,,
B21DCKT088,HK2-2021-22,87,Tốt,,0,,
B21DCKT026,HK2-2021-22,80,Tốt,,0,,
B21DCKT038,HK2-2021-22,74,Khá,,0,,
B21DCKT016,HK2-2021-22,75,Khá,,0,,
B21DCKT095,HK2-2021-22,69,Khá,,0,,
B21DCKT070,HK2-2021-22,84,Tốt,,0,,
B21DCKT097,HK2-2021-22,77,Khá,,0,,
B21DCKT044,HK2-2021-22,76,Khá,,0,,
B21DCKT108,HK2-2021-22,72,Khá,,0,,
B21DCKT028,HK2-2021-22,74,Khá,,0,,
B21DCKT113,HK2-2021-22,76,Khá,,0,,
B21DCKT065,HK2-2021-22,74,Khá,,0,,
B21DCKT002,HK2-2021-22,68,Khá,,0,,
B21DCKT004,HK2-2021-22,66,Khá,,0,,
B21DCKT009,HK2-2021-22,80,Tốt,,0,,
B21DCKT008,HK2-2021-22,73,Khá,,0,,
B21DCKT019,HK2-2021-22,65,Khá,,0,,
B21DCKT031,HK2-2021-22,76,Khá,,0,,
B21DCKT086,HK2-2021-22,,,,0,,
B21DCKT046,HK2-2021-22,69,Khá,,0,,
B21DCKT061,HK2-2021-22,73,Khá,,0,,
B21DCKT035,HK2-2021-22,58,Trung bình,,0,,
B21DCKT066,HK2-2021-22,63,Trung bình,,0,,
B21DCKT043,HK2-2021-22,70,Khá,,0,,
B21DCKT062,HK2-2021-22,88,Tốt,,0,,
B21DCKT030,HK2-2021-22,74,Khá,,0,,
B21DCKT057,HK2-2021-22,72,Khá,,0,,
B21DCKT107,HK2-2021-22,63,Trung bình,,0,,
B21DCKT033,HK2-2021-22,81,Tốt,,0,,
B21DCKT084,HK2-2021-22,74,Khá,,0,,
B21DCKT056,HK2-2021-22,68,Khá,,0,,
B21DCKT122,HK2-2021-22,70,Khá,,0,,
