ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCKT054,HK2-2022-23,84,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT120,HK2-2022-23,82,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT036,HK2-2022-23,85,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT005,HK2-2022-23,92,Xuất sắc,KKHT Loại Xuất sắc,8000000,,
B21DCKT037,HK2-2022-23,89,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT045,HK2-2022-23,87,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT112,HK2-2022-23,94,Xuất sắc,KKHT Loại Xuất sắc,8000000,,
B21DCKT007,HK2-2022-23,92,Xuất sắc,KKHT Loại Xuất sắc,8000000,,
B21DCKT127,HK2-2022-23,89,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT029,HK2-2022-23,90,Xuất sắc,KKHT Loại Giỏi,3600000,,
B21DCKT104,HK2-2022-23,85,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT071,HK2-2022-23,84,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT027,HK2-2022-23,81,Tốt,,0,,
B21DCKT117,HK2-2022-23,78,Khá,,0,,
B21DCKT117,HK2-2022-23,78,Khá,,0,,
B21DCKT125,HK2-2022-23,84,Tốt,,0,,
B21DCKT110,HK2-2022-23,77,Khá,,0,,
B21DCKT016,HK2-2022-23,71,Khá,,0,,
B21DCKT102,HK2-2022-23,95,Xuất sắc,,0,,
B21DCKT128,HK2-2022-23,87,Tốt,,0,,
B21DCKT114,HK2-2022-23,77,Khá,,0,,
B21DCKT068,HK2-2022-23,,,,0,,
B21DCKT060 ,HK2-2022-23,78,Khá,,0,,
B21DCKT021,HK2-2022-23,85,Tốt,,0,,
B21DCKT055,HK2-2022-23,82,Tốt,,0,,
B21DCKT064,HK2-2022-23,87,Tốt,,0,,
B21DCKT020,HK2-2022-23,78,Khá,,0,,
B21DCKT011,HK2-2022-23,87,Tốt,,0,,
B21DCKT118,HK2-2022-23,90,Xuất sắc,,0,,
B21DCKT077,HK2-2022-23,90,Xuất sắc,,0,,
B21DCKT012,HK2-2022-23,86,Tốt,,0,,
B21DCKT059,HK2-2022-23,90,Xuất sắc,,0,,
