ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCKT029,HK2-2023-24,80,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT102,HK2-2023-24,76,Khá,KKHT Loại Khá,1200000,,
B21DCKT037,HK2-2023-24,86,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT120,HK2-2023-24,82,Tốt,KKHT Loại Khá,1200000,,
B21DCKT045,HK2-2023-24,78,Khá,KKHT Loại Khá,1200000,,
B21DCKT112,HK2-2023-24,76,Khá,KKHT Loại Khá,1200000,,
B21DCKT115,HK2-2023-24,77,Khá,KKHT Loại Khá,1200000,,
B21DCKT012,HK2-2023-24,75,Khá,KKHT Loại Khá,1200000,,
B21DCKT071,HK2-2023-24,74,Khá,KKHT Loại Khá,1200000,,
B21DCKT125,HK2-2023-24,63,Trung bình,,0,,
B21DCKT005,HK2-2023-24,72,Khá,KKHT Loại Khá,1200000,,
B21DCKT016,HK2-2023-24,79,Khá,KKHT Loại Khá,1200000,,
B21DCKT007,HK2-2023-24,86,Tốt,KKHT Loại Khá,1200000,,
B21DCKT064,HK2-2023-24,74,Khá,,0,,
B21DCKT059,HK2-2023-24,72,Khá,,0,,
B21DCKT017,HK2-2023-24,75,Khá,,0,,
B21DCKT020,HK2-2023-24,75,Khá,,0,,
B21DCKT048,HK2-2023-24,82,Tốt,,0,,
B21DCKT011,HK2-2023-24,78,Khá,,0,,
B21DCKT060,HK2-2023-24,76,Khá,,0,,
B21DCKT104,HK2-2023-24,,,,0,,
B21DCKT110,HK2-2023-24,68,Khá,,0,,
B21DCKT117,HK2-2023-24,84,Tốt,,0,,
B21DCKT055,HK2-2023-24,78,Khá,,0,,
B21DCKT068,HK2-2023-24,70,Khá,,0,,
B21DCKT118,HK2-2023-24,79,Khá,,0,,
B21DCKT054 ,HK2-2023-24,80,Tốt,,0,,
B21DCKT127,HK2-2023-24,75,Khá,,0,,
B21DCKT036,HK2-2023-24,79,Khá,,0,,
B21DCKT100,HK2-2023-24,81,Tốt,,0,,
B21DCKT039,HK2-2023-24,85,Tốt,,0,,
B21DCKT128,HK2-2023-24,76,Khá,,0,,
B21DCKT069,HK2-2023-24,83,Tốt,,0,,
B21DCKT021,HK2-2023-24,79,Khá,,0,,
B21DCKT101,HK2-2023-24,65,Khá,,0,,
B21DCKT114,HK2-2023-24,85,Tốt,,0,,
B21DCKT027,HK2-2023-24,,,,0,,
B21DCKT077,HK2-2023-24,88,Tốt,,0,,
B21DCKT052,HK2-2023-24,71,Khá,,0,,
B21DCKT122,HK2-2023-24,70,Khá,,0,,
B21DCKT019,HK2-2023-24,77,Khá,,0,,
B21DCKT129,HK2-2023-24,61,Trung bình,,0,,
B21DCKT008,HK2-2023-24,69,Khá,,0,,
B21DCKT062,HK2-2023-24,80,Tốt,,0,,
B21DCKT010,HK2-2023-24,68,Khá,,0,,
B21DCKT038,HK2-2023-24,82,Tốt,,0,,
B21DCKT041,HK2-2023-24,72,Khá,,0,,
B21DCKT094,HK2-2023-24,72,Khá,,0,,
B21DCKT033,HK2-2023-24,67,Khá,,0,,
B21DCKT085,HK2-2023-24,64,Trung bình,,0,,
B21DCKT108,HK2-2023-24,70,Khá,,0,,
B21DCKT063,HK2-2023-24,69,Khá,,0,,
B21DCKT032,HK2-2023-24,78,Khá,,0,,
B21DCKT028,HK2-2023-24,70,Khá,,0,,
B21DCKT070,HK2-2023-24,62,Trung bình,,0,,
B21DCKT096,HK2-2023-24,75,Khá,,0,,
B21DCKT075,HK2-2023-24,67,Khá,,0,,
B21DCKT043,HK2-2023-24,80,Tốt,,0,,
B21DCKT003,HK2-2023-24,79,Khá,,0,,
B21DCKT111,HK2-2023-24,71,Khá,,0,,
B21DCKT126,HK2-2023-24,71,Khá,,0,,
B21DCKT066,HK2-2023-24,66,Khá,,0,,
B21DCKT044,HK2-2023-24,70,Khá,,0,,
B21DCKT119,HK2-2023-24,66,Khá,,0,,
B21DCKT095,HK2-2023-24,54,Trung bình,,0,,
B21DCKT009,HK2-2023-24,76,Khá,,0,,
B21DCKT123,HK2-2023-24,75,Khá,,0,,
B21DCKT030,HK2-2023-24,72,Khá,,0,,
B21DCKT006,HK2-2023-24,69,Khá,,0,,
B21DCKT103,HK2-2023-24,81,Tốt,,0,,
B21DCKT014,HK2-2023-24,68,Khá,,0,,
B21DCKT082,HK2-2023-24,70,Khá,,0,,
B21DCKT076,HK2-2023-24,67,Khá,,0,,
B21DCKT061,HK2-2023-24,74,Khá,,0,,
B21DCKT015,HK2-2023-24,62,Trung bình,,0,,
B21DCKT022,HK2-2023-24,70,Khá,,0,,
B21DCKT107,HK2-2023-24,68,Khá,,0,,
B21DCKT026,HK2-2023-24,60,Trung bình,,0,,
B21DCKT067,HK2-2023-24,59,Trung bình,,0,,
B21DCKT072,HK2-2023-24,69,Khá,,0,,
B21DCKT124,HK2-2023-24,69,Khá,,0,,
B21DCKT051,HK2-2023-24,62,Trung bình,,0,,
B21DCKT109,HK2-2023-24,52,Trung bình,,0,,
B21DCKT013,HK2-2023-24,78,Khá,,0,,
B21DCKT086,HK2-2023-24,67,Khá,,0,,
B21DCKT099,HK2-2023-24,67,Khá,,0,,
B21DCKT090,HK2-2023-24,80,Tốt,,0,,
B21DCKT113,HK2-2023-24,79,Khá,,0,,
B21DCKT084,HK2-2023-24,76,Khá,,0,,
B21DCKT049,HK2-2023-24,70,Khá,,0,,
B21DCKT078,HK2-2023-24,67,Khá,,0,,
B21DCKT065,HK2-2023-24,63,Trung bình,,0,,
B21DCKT079,HK2-2023-24,70,Khá,,0,,
B21DCKT004,HK2-2023-24,68,Khá,,0,,
B21DCKT080,HK2-2023-24,72,Khá,,0,,
B21DCKT097,HK2-2023-24,76,Khá,,0,,
B21DCKT035,HK2-2023-24,57,Trung bình,,0,,
B21DCKT034,HK2-2023-24,70,Khá,,0,,
B21DCKT057,HK2-2023-24,72,Khá,,0,,
B21DCKT031,HK2-2023-24,69,Khá,,0,,
B21DCKT031,HK2-2023-24,69,Khá,,0,,
B21DCKT002,HK2-2023-24,71,Khá,,0,,
B21DCKT093,HK2-2023-24,69,Khá,,0,,
B21DCKT088,HK2-2023-24,,,,0,,
B21DCKT046,HK2-2023-24,63,Trung bình,,0,,
B21DCKT073,HK2-2023-24,68,Khá,,0,,
B21DCKT091,HK2-2023-24,66,Khá,,0,,
B21DCKT092,HK2-2023-24,68,Khá,,0,,
B21DCKT050,HK2-2023-24,56,Trung bình,,0,,
B21DCKT056,HK2-2023-24,,,,0,,
B21DCKT025 ,HK2-2023-24,65,Khá,,0,,
B21DCKT106 ,HK2-2023-24,51,Trung bình,,0,,
B21DCKT023,HK2-2023-24,54,Trung bình,,0,,
B21DCKT074,HK2-2023-24,52,Trung bình,,0,,
B21DCKT121,HK2-2023-24,68,Khá,,0,,
B21DCKT058,HK2-2023-24,59,Trung bình,,0,,
B21DCKT087,HK2-2023-24,72,Khá,,0,,
B21DCKT047,HK2-2023-24,57,Trung bình,,0,,
B21DCKT098,HK2-2023-24,55,Trung bình,,0,,
B21DCKT042,HK2-2023-24,60,Trung bình,,0,,
B21DCKT116,HK2-2023-24,60,Trung bình,,0,,
B21DCKT040,HK2-2023-24,46,Yếu,,0,Cảnh cáo lần 1,Gian lận bài tập
B21DCKT105,HK2-2023-24,37,Yếu,,0,,
B21DCKT081,HK2-2023-24,,,,0,,
B21DCKT089,HK2-2023-24,46,Yếu,,0,,
B21DCKT130,HK2-2023-24,29,Kém,,0,,
B21DCKT001,HK2-2023-24,44,Yếu,,0,,
B21DCKT018,HK2-2023-24,35,Yếu,,0,,
B22DCKT128,HK2-2023-24,85,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT134,HK2-2023-24,83,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT026,HK2-2023-24,89,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT127,HK2-2023-24,81,Tốt,KKHT Loại Khá,1200000,,
B22DCKT092,HK2-2023-24,78,Khá,KKHT Loại Khá,1200000,,
B22DCKT131,HK2-2023-24,75,Khá,KKHT Loại Khá,1200000,,
B22DCKT114,HK2-2023-24,89,Tốt,KKHT Loại Khá,1200000,,
B22DCKT063,HK2-2023-24,73,Khá,KKHT Loại Khá,1200000,,
B22DCKT106,HK2-2023-24,73,Khá,KKHT Loại Khá,1200000,,
B22DCKT043,HK2-2023-24,87,Tốt,KKHT Loại Khá,1200000,,
B22DCKT123,HK2-2023-24,70,Khá,KKHT Loại Khá,1200000,,
B22DCKT077,HK2-2023-24,80,Tốt,KKHT Loại Khá,1200000,,
B22DCKT001,HK2-2023-24,72,Khá,KKHT Loại Khá,1200000,,
B22DCKT101,HK2-2023-24,86,Tốt,,0,,
B22DCKT007,HK2-2023-24,67,Khá,,0,,
B22DCKT027,HK2-2023-24,74,Khá,,0,,
B22DCKT060,HK2-2023-24,75,Khá,,0,,
B22DCKT067,HK2-2023-24,87,Tốt,,0,,
B22DCKT017,HK2-2023-24,73,Khá,,0,,
B22DCKT086,HK2-2023-24,69,Khá,,0,,
B22DCKT003,HK2-2023-24,68,Khá,,0,,
B22DCKT076,HK2-2023-24,82,Tốt,,0,,
B22DCKT002,HK2-2023-24,79,Khá,,0,,
B22DCKT012,HK2-2023-24,78,Khá,,0,,
B22DCKT120,HK2-2023-24,87,Tốt,,0,,
B22DCKT098,HK2-2023-24,75,Khá,,0,,
B22DCKT013,HK2-2023-24,70,Khá,,0,,
B22DCKT048,HK2-2023-24,73,Khá,,0,,
B22DCKT054,HK2-2023-24,85,Tốt,,0,,
B22DCKT097,HK2-2023-24,60,Trung bình,,0,,
B22DCKT073,HK2-2023-24,58,Trung bình,,0,,
B22DCKT085,HK2-2023-24,69,Khá,,0,,
B22DCKT036,HK2-2023-24,81,Tố?,,0,,
B22DCKT039,HK2-2023-24,66,Khá,,0,,
B22DCKT118,HK2-2023-24,59,Trung bình,,0,,
B22DCKT021,HK2-2023-24,68,Khá,,0,,
B22DCKT132,HK2-2023-24,71,Khá,,0,,
B22DCKT111 ,HK2-2023-24,70,Khá,,0,,
B22DCKT031,HK2-2023-24,71,Khá,,0,,
B22DCKT079,HK2-2023-24,70,Khá,,0,,
B22DCKT009,HK2-2023-24,69,Khá,,0,,
B22DCKT065,HK2-2023-24,65,Khá,,0,,
B22DCKT020 ,HK2-2023-24,64,Trung bình,,0,,
