ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCKT023,HK3-2022-23,,,,0,,
B21DCCN018,HK3/2022/23,,,,0,,
B21DCVT123,HK3-2022-23,,,,0,,
B22DCKT042,HK3-2022-23,,,,0,,
B22DCKT025,HK3-2022-23,,,,0,,
B21DCKT069,HK3-2022-23,,,,0,,
B22DCKT118,HK3-2022-23,,,,0,,
B21DCKT100,HK3-2022-23,,,,0,,
B21DCVT075,HK3-2022-23,,,,0,,
B22DCVT130 ,HK3-2022-23,,,,0,,
B22DCVT097,HK3-2022-23,,,,0,,
B22DCCN101,HK3-2022-23,,,,0,,
B22DCVT075,HK3-2022-23,,,,0,,
B22DCCN071,HK3-2022-23,,,,0,,
B22DCKT079,HK3-2022-23,,,,0,,
B22DCVT097 ,HK3-2022-23,,,,0,,
B22DCVT104,HK3-2022-23,,,,0,,
B21DCVT101,HK3-2022-23,,,,0,,
B21DCKT080,HK3-2022-23,,,,0,,
B21DCKT099,HK3-2022-23,,,,0,,
B21DCCN040 ,HK3-2022-23,,,,0,,
B21DCVT038,HK3-2022-23,,,,0,,
B21DCVT057,HK3-2022-23,,,,0,,
B21DCKT100,HK3-2022-23,,,,0,,
B21DCCN006,HK3-2022-23,,,,0,,
B21DCCN125,HK3-2022-23,,,,0,,
B21DCVT021,HK3-2022-23,,,,0,,
B21DCVT038,HK3-2022-23,,,,0,,
B21DCVT001,HK3-2022-23,,,,0,,
B22DCCN041,HK3-2022-23,,,,0,,
B22DCVT064,HK3-2022-23,,,,0,,
B21DCCN054,HK3-2022-23,,,,0,,
b22dckt079,HK3-2022-23,,,,0,,
B21DCCN006,HK3-2022-23,,,,0,,
B22DCKT011,HK3-2022-23,,,,0,,
B22DCVT109,HK3-2022-23,,,,0,,
B21DCKT044,HK3-2022-23,,,,0,,
B22DCVT075,HK3-2022-23,,,,0,,
B22DCVT016,HK3-2022-23,,,,0,,
B21DCCN010,HK3-2022-23,,,,0,,
B21DCKT070,HK3-2022-23,,,,0,,
B21DCKT099,HK3-2022-23,N/A,,,0,,
B22DCKT052,HK3-2022-23,,,,0,,
B21DCCN055,HK3-2022-23,,,,0,,
B22DCKT118,HK3-2022-23,N/A,,,0,,
B21DCVT106,HK3-2022-23,,,,0,,
B21DCKT121,HK3-2022-23,,,,0,,
B21DCVT046,HK3-2022-23,,,,0,,
B22DCVT109,HK3-2022-23,,,,0,,
B22DCKT106,HK3-2022-23,,,,0,,
B22DCKT052,HK3-2022-23,,,,0,,
B21DCVT006,HK3-2022-23,,,,0,,
B22DCVT112,HK3-2022-23,,,,0,,
B22DCKT127,HK3-2022-23,,,,0,,
B21DCVT128,HK3-2022-23,,,,0,,
B21DCVT012,HK3-2022-23,,,,0,,
B22DCVT032,HK3-2022-23,,,,0,,
B21DCVT009,HK3-2022-23,,,,0,,
B21DCVT065,HK3-2022-23,,,,0,,
B22DCVT052 ,HK3-2022-23,,,,0,,
B22DCKT011,HK3-2022-23,,,,0,,
B22DCVT130,HK3-2022-23,,,,0,,
B22DCVT136,HK3-2022-23,,,,0,,
B21DCCN015,HK3-2022-23,,,,0,,
B21DCVT009,HK3-2022-23,,,,0,,
B21DCKT056,HK3-2022-23,,,,0,,
B22DCCN024,HK3-2022-23,,,,0,,
B21DCCN069,HK3-2022-23,,,,0,,
B22DCVT023,HK3-2022-23,,,,0,,
B22DCVT136,HK3-2022-23,,,,0,,
B22DCVT119,HK3-2022-23,,,,0,,
B21DCKT072,HK3-2022-23,,,,0,,
B21DCKT057,HK3-2022-23,,,,0,,
B22DCKT079,HK3-2022-23,,,,0,,
B21DCVT092,HK3-2022-23,,,,0,,
B21DCCN091,HK3-2022-23,,,,0,,
B22DCCN110,HK3-2022-23,,,,0,,
B22DCKT127,HK3-2022-23,,,,0,,
B22DCVT005 ,HK3-2022-23,,,,0,,
B22DCKT052,HK3-2022-23,,,,0,,
B22DCKT121,HK3-2022-23,,,,0,,
B21DCCN009,HK3-2022-23,,,,0,,
B22DCKT118,HK3-2022-23,,,,0,,
B21DCKT121,HK3-2022-23,,,,0,,
B21DCKT072,HK3-2022-23,,,,0,,
B22DCKT106,HK3-2022-23,,,,0,,
B22DCVT119,HK3-2022-23,,,,0,,
B21DCVT021,HK3-2022-23,,,,0,,
B22DCKT042,HK3-2022-23,,,,0,,
B21DCCN032,HK3-2022-23,,,,0,,
B21DCCN098,HK3-2022-23,,,,0,,
B21DCCN088,HK3-2022-23,,,,0,,
B21DCKT074,HK3-2022-23,,,,0,,
B21DCVT127,HK3-2022-23,,,,0,,
B21DCCN038,HK3-2022-23,,,,0,,
B21DCVT048,HK3-2022-23,,,,0,,
B21DCKT056,HK3-2022-23,,,,0,,
B21DCVT113,HK3-2022-23,,,,0,,
B21DCVT076,HK3-2022-23,,,,0,,
B22DCCN030,HK3-2022-23,,,,0,,
B21DCVT075,HK3-2022-23,N/A,,,0,,
B21DCCN117,HK3-2022-23,,,,0,,
B21DCVT001,HK3-2022-23,,,,0,,
B22DCKT110,HK3-2022-23,,,,0,,
B21DCVT043,HK3-2022-23,,,,0,,
B22DCKT053,HK3-2022-23,,,,0,,
B22DCKT117,HK3-2022-23,,,,0,,
B22DCKT025 ,HK3-2022-23,,,,0,,
B21DCKT034,HK3-2022-23,,,,0,,
B21DCCN063,HK3-2022-23,,,,0,,
B21DCKT069,HK3-2022-23,,,,0,,
B22DCVT129,HK3-2022-23,,,,0,,
B21DCKT057,HK3-2022-23,N/A,,,0,,
B21DCCN130,HK3-2022-23,,,,0,,
B21DCKT070,HK3-2022-23,,,,0,,
B22DCCN067,HK3-2022-23,,,,0,,
B22DCCN103 ,HK3-2022-23,,,,0,,
B22DCVT129,HK3-2022-23,,,,0,,
B22DCVT053,HK3-2022-23,,,,0,,
B22DCCN112,HK3-2022-23,,,,0,,
B22DCVT120  ,HK3-2022-23,,,,0,,
B21DCKT069,HK3-2022-23,,,,0,,
B21DCVT106,HK3-2022-23,,,,0,,
B21DCVT123,HK3-2022-23,,,,0,,
B22DCVT053,HK3-2022-23,,,,0,,
B22DCKT121,HK3-2022-23,,,,0,,
B22DCCN093,HK3-2022-23,,,,0,,
B21DCCN114,HK3-2022-23,,,,0,,
B22DCKT053,HK3-2022-23,,,,0,,
b22dccn115,HK3-2022-23,,,,0,,
B22DCKT127,HK3-2022-23,,,,0,,
B21DCKT095,HK3-2022-23,,,,0,,
B21DCCN058,HK3-2022-23,,,,0,,
B22DCKT127,HK3-2022-23,,,,0,,
B22DCVT016,HK3-2022-23,,,,0,,
B21DCVT057,HK3-2022-23,,,,0,,
B22DCVT104,HK3-2022-23,,,,0,,
B21DCCN079,HK3-2022-23,N/A,,,0,,
B21DCKT056,HK3-2022-23,,,,0,,
B21DCKT113,HK3-2022-23,,,,0,,
B22DCKT106,HK3-2022-23,,,,0,,
B21DCKT074,HK3-2022-23,,,,0,,
B22DCVT102,HK3-2022-23,,,,0,,
B22DCKT042,HK3-2022-23,,,,0,,
B21DCCN037,HK3-2022-23,,,,0,,
B21DCKT113,HK3-2022-23,NULL,,,0,,
B21DCKT072,HK3-2022-23,,,,0,,
B21DCCN120,HK3-2022-23,,,,0,,
B21DCVT006,HK3-2022-23,,,,0,,
B21DCKT074,HK3-2022-23,,,,0,,
B21DCVT092,HK3-2022-23,,,,0,,
B21DCVT048,HK3-2022-23,,,,0,,
B22DCVT073,HK3-2022-23,,,,0,,
B21DCVT029,HK3-2022-23,,,,0,,
B21DCCN099,HK3-2022-23,,,,0,,
B21DCCN035,HK3-2022-23,,,,0,,
B22DCVT005,HK3-2022-23,,,,0,,
B22DCVT024,HK3-2022-23,,,,0,,
B21DCVT111,HK3-2022-23,,,,0,,
B22DCVT016,HK3-2022-23,,,,0,,
B22DCCN040,HK3-2022-23,,,,0,,
B22DCVT024,HK3-2022-23,,,,0,,
B22DCVT102,HK3-2022-23,,,,0,,
B21DCVT046,HK3-2022-23,,,,0,,
B22DCCN006,HK3-2022-23,,,,0,,
B21DCKT023,HK3-2022-23,,,,0,,
B21DCVT012,HK3-2022-23,,,,0,,
B21DCKT121,HK3-2022-23,,,,0,,
B22DCCN067,HK3-2022-23,,,,0,,
B22DCKT011,HK3-2022-23,,,,0,,
B21DCKT023,HK3-2022-23,,,,0,,
B21DCKT121,HK3-2022-23,,,,0,,
B21DCKT113,HK3-2022-23,,,,0,,
b21dckt095,HK3-2022-23,,,,0,,
B21DCCN080,HK3-2022-23,,,,0,,
B22DCVT052,HK3-2022-23,,,,0,,
B22DCVT032,HK3-2022-23,,,,0,,
B21DCKT099,HK3-2022-23,,,,0,,
B22DCKT025 ,HK3-2022-23,,,,0,,
B22DCVT054,HK3-2022-23,,,,0,,
B21DCVT128,HK3-2022-23,,,,0,,
B22DCKT053,HK3-2022-23,,,,0,,
B21DCVT076,HK3-2022-23,,,,0,,
B22DCVT023,HK3-2022-23,,,,0,,
B21DCVT101,HK3-2022-23,,,,0,,
B21DCKT034,HK3-2022-23,N/A,,,0,,
B22DCCN022,HK3-2022-23,,,,0,,
B21DCKT044,HK3-2022-23,NULL,,,0,,
B22DCVT073,HK3-2022-23,,,,0,,
B21DCCN104,hk3-2022-23,,,,0,,
B22DCCN097,HK3-2022-23,,,,0,,
B21DCVT127,HK3-2022-23,,,,0,,
B21DCVT085,HK3-2022-23,,,,0,,
B22DCCN069,HK3-2022-23,,,,0,,
B22DCVT120,HK3-2022-23,,,,0,,
B22DCVT137,HK3-2022-23,,,,0,,
B21DCKT100,HK3-2022-23,,,,0,,
B22DCVT135,HK3-2022-23,,,,0,,
B21DCKT023 ,HK3-2022-23,,,,0,,
B21DCKT080,HK3-2022-23,,,,0,,
B21DCVT043 ,HK3-2022-23,,,,0,,
B21DCKT095,HK3-2022-23,,,,0,,
B22DCKT110,HK3-2022-23,,,,0,,
B22DCVT054,HK3-2022-23,,,,0,,
B21DCKT034,HK3-2022-23,,,,0,,
B22DCKT025,HK3-2022-23,,,,0,,
B22DCKT117,HK3-2022-23,,,,0,,
B21DCKT070,HK3-2022-23,N/A,,,0,,
B22DCCN039,HK3-2022-23,,,,0,,
B21DCCN023,HK3-2022-23,N/A,,,0,,
B22DCKT117,HK3-2022-23,,,,0,,
B22DCKT110,HK3-2022-23,,,,0,,
B22DCVT112 ,HK3-2022-23,,,,0,,
B22DCKT121,HK3-2022-23,,,,0,,
B21DCKT080,HK3-2022-23,,,,0,,
B21DCKT044,HK3-2022-23,,,,0,,
B21DCVT029,HK3-2022-23,,,,0,,
B21DCVT085,HK3-2022-23,,,,0,,
B21DCVT113,HK3-2022-23,,,,0,,
B22DCVT135,HK3-2022-23,,,,0,,
B21DCVT065,HK3-2022-23,,,,0,,
B22DCVT064,HK3-2022-23,,,,0,,
B22DCVT137,HK3-2022-23,,,,0,,
B21DCVT111,HK3-2022-23,,,,0,,
B21DCKT057,HK3-2022-23,,,,0,,
