ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B19DCKT005,HK3-2023-24,68,Khá,,0,,
B21DCKT047,HK3-2023-24,,,,0,,
B21DCKT122,HK3-2023-24,,,,0,,
B21DCCN112,HK3-2023-24,,,,0,,
B23DCKT088,HK3-2023-24,,,,0,,
B22DCCN138,HK3-2023-24,,,,0,,
B21DCKT038,HK3-2023-24,,,,0,,
B21DCCN014,HK3-2023-24,,,,0,,
B21DCKT108,HK3-2023-24,,,,0,,
B22DCKT002,HK3-2023-24,,,,0,,
B22DCVT050,HK3-2023-24,,,,0,,
B21DCCN053,HK3-2023-24,,,,0,,
B22DCVT046,HK3-2023-24,,,,0,,
B23DCCN013,HK3-2023-24,,,,0,,
B21DCCN012,HK3-2023-24,,,,0,,
B22DCCN052,HK3-2023-24,,,,0,,
B23DCVT038,HK3-2023-24,,,,0,,
B21DCCN112,HK3-2023-24,,,,0,,
B23DCVT007,HK3-2023-24,,,,0,,
B21DCCN075,HK3-2023-24,,,,0,,
B21DCKT019 ,HK3-2023-24,,,,0,,
B21DCKT066,HK3-2023-24,,,,0,,
B22DCVT031,HK3-2023-24,,,,0,,
B23DCCN105,HK3-2023-24,,,,0,,
B22DCKT138,HK3-2023-24,,,,0,,
B23DCCN087,HK3-2023-24,,,,0,,
B22DCKT020,HK3-2023-24,,,,0,,
B23DCVT015,HK3-2023-24,,,,0,,
B23DCKT141,HK3-2023-24,,,,0,,
B22DCVT007,HK3-2023-24,,,,0,,
B22DCKT110,HK3-2023-24,,,,0,,
B22DCVT064,HK3-2023-24,,,,0,,
B23DCVT029,HK3-2023-24,,,,0,,
B22DCVT064,HK3-2023-24,,,,0,,
B23DCKT135,HK3-2023-24,,,,0,,
B21DCVT059,HK3-2023-24,,,,0,,
B21DCKT123,HK3-2023-24,,,,0,,
B23DCKT046,HK3-2023-24,,,,0,,
B23DCVT096,HK3-2023-24,,,,0,,
B22DCKT058,HK3-2023-24,,,,0,,
B22DCVT046,HK3-2023-24,,,,0,,
B22DCVT054,HK3-2023-24,,,,0,,
B21DCVT075,HK3-2023-24,,,,0,,
B21DCKT005,HK3-2023-24,,Xuất sắc,,0,,
B22DCVT102,HK3-2023-24,,,,0,,
B22DCKT107,HK3-2023-24,,,,0,,
B22DCKT118,HK3-2023-24,,,,0,,
B22DCVT133,HK3-2023-24,,,,0,,
B22DCVT114,HK3-2023-24,,,,0,,
B21DCVT102,HK3-2023-24,,,,0,,
B23DCKT141,HK3-2023-24,,,,0,,
B23DCKT103,HK3-2023-24,,,,0,,
B23DCVT029,HK3-2023-24,,,,0,,
B21DCKT048,HK3-2023-24,,,,0,,
B21DCKT035,HK3-2023-24,,,,0,,
B23DCKT109,HK3-2023-24,,,,0,,
B23DCVT043,HK3-2023-24,,,,0,,
B22DCKT138,HK3-2023-24,,,,0,,
B22DCVT009,HK3-2023-24,,,,0,,
B21DCKT048,HK3-2023-24,,,,0,,
B21DCKT097,HK3-2023-24,,,,0,,
B21DCVT028 ,HK3-2023-24,,,,0,,
B23DCKT036,HK3-2023-24,,,,0,,
B21DCVT076,HK3-2023-24,,,,0,,
B22DCKT005,HK3-2023-24,,,,0,,
B21DCVT117,HK3-2023-24,,,,0,,
B21DCVT067,HK3-2023-24,,,,0,,
B23DCCN110,HK3-2023-24,,,,0,,
B23DCKT075,HK3-2023-24,,,,0,,
B23DCKT090,HK3-2023-24,,,,0,,
B22DCCN073,HK3-2023-24,,,,0,,
B22DCKT002,HK3-2023-24,,,,0,,
B21DCVT015,HK3-2023-24,,,,0,,
B23DCVT085,HK3-2023-24,,,,0,,
B22DCVT074,HK3-2023-24,,,,0,,
B23DCKT056,HK3-2023-24,,,,0,,
B23DCVT049,HK3-2023-24,,,,0,,
B23DCKT010,HK3-2023-24,,,,0,,
B21DCVT129,HK3-2023-24,,,,0,,
B23DCVT104,HK3-2023-24,,,,0,,
B21DCKT108,HK3-2023-24,,,,0,,
B21DCCN024,HK3-2023-24,,,,0,,
B22DCKT121,HK3-2023-24,,,,0,,
B22DCVT060,HK3-2023-24,,,,0,,
B23DCKT046,HK3-2023-24,,,,0,,
B21DCVT038,HK3-2023-24,,,,0,,
B23DCVT090,HK3-2023-24,,,,0,,
B21DCKT106,HK3-2023-24,,,,0,,
B23DCVT043,HK3-2023-24,,,,0,,
B22DCKT002 ,HK3-2023-24,,,,0,,
B21DCKT019 ,HK3-2023-24,,,,0,,
B21DCKT124,HK3-2023-24,,,,0,,
B21DCVT008,HK3-2023-24,,,,0,,
B22DCCN012,HK3-2023-24,,,,0,,
B23DCKT075,HK3-2023-24,,,,0,,
B22DCVT023,HK3-2023-24,,,,0,,
B23DCKT103,HK3-2023-24,,,,0,,
B21DCCN012,HK3-2023-24,,,,0,,
B22DCCN031,HK3-2023-24,,,,0,,
B21DCVT032,HK3-2023-24,,,,0,,
B22DCKT073,HK3-2023-24,,,,0,,
B21DCKT035,HK3-2023-24,,,,0,,
B23DCVT104,HK3-2023-24,,,,0,,
B22DCVT009,HK3-2023-24,,,,0,,
B22DCCN025,HK3-2023-24,,,,0,,
B22DCKT136,HK3-2023-24,,,,0,,
B23DCVT024,HK3-2023-24,,,,0,,
B21DCVT109,HK3-2023-24,,,,0,,
B23DCCN082,HK3-2023-24,,,,0,,
B23DCCN005,HK3-2023-24,,,,0,,
B23DCVT029,HK3-2023-24,,,,0,,
B22DCVT073,HK3-2023-24,,,,0,,
B22DCVT133,HK3-2023-24,,,,0,,
B23DCVT096,HK3-2023-24,,,,0,,
B23DCCN102,HK3-2023-24,,,,0,,
B22DCVT032,HK3-2023-24,,,,0,,
B22DCKT107,HK3-2023-24,,,,0,,
B22DCKT138,HK3-2023-24,,,,0,,
B21DCCN032,HK3-2023-24,,,,0,,
B22DCVT042,HK3-2023-24,,,,0,,
b22dckt133,HK3-2023-24,,,,0,,
B21DCKT047,HK3-2023-24,,,,0,,
B22DCVT036,HK3-2023-24,,,,0,,
B21DCCN129,HK3-2023-24,,,,0,,
B21DCVT049,HK3-2023-24,,,,0,,
B21DCKT006,HK3-2023-24,,,,0,,
B23DCKT130,HK3-2023-24,,,,0,,
B21DCKT122,HK3-2023-24,,,,0,,
B23DCKT028,HK3-2023-24,,,,0,,
B22DCVT074,HK3-2023-24,,,,0,,
B22DCKT110,HK3-2023-24,,,,0,,
B22DCKT021,HK3-2023-24,,,,0,,
B22DCKT046,HK3-2023-24,N/A,,,0,,
B23DCCN071,HK3-2023-24,,,,0,,
B22DCVT131,HK3-2023-24,,,,0,,
B23DCVT049,HK3-2023-24,,,,0,,
B21DCVT076,HK3-2023-24,Chưa nhập,,,0,,
B23DCKT090,HK3-2023-24,,,,0,,
B22DCVT056,HK3-2023-24,,,,0,,
B21DCVT124,HK3-2023-24,,,,0,,
B23DCCN095,HK3-2023-24,,,,0,,
B23DCVT089 ,HK3-2023-24,,,,0,,
B22DCVT078,HK3-2023-24,,,,0,,
B22DCKT110,HK3-2023-24,N/A,,,0,,
B22DCKT071,HK3-2023-24,,,,0,,
